reference,unit,value,lib_id,x_mm,y_mm,angle,mirror,pins_nets
#PWR056,1,GND,power:GND,101.6,325.755,0,,1:None
#PWR075,1,GND,power:GND,139.7,370.84,0,y,1:None
#PWR0178,1,+3.3V,power:+3.3V,304.165,24.765,0,y,1:None
#PWR0186,1,GND,power:GND,318.135,32.385,0,y,1:None
#PWR0184,1,GND,power:GND,311.15,32.385,0,y,1:None
#PWR0179,1,GND,power:GND,304.165,32.385,0,y,1:None
#PWR0228,1,GND,power:GND,414.655,73.025,0,y,1:None
#PWR0247,1,GND,power:GND,450.215,376.555,90,,1:None
#PWR0249,1,GND,power:GND,486.41,32.385,0,y,1:None
#PWR0229,1,GND,power:GND,414.655,85.725,0,,1:None
#PWR057,1,GND,power:GND,103.505,150.495,0,,1:None
#PWR0217,1,VERF+,DVB_Power:VREF+,401.32,78.105,0,,1:None
#PWR034,1,GND,power:GND,74.93,158.115,0,,1:None
#PWR024,1,GND,power:GND,57.15,155.575,0,,1:None
#PWR02,1,GND,power:GND,27.94,142.875,0,,1:None
#PWR0218,1,GND,power:GND,401.32,85.725,0,,1:None
#PWR01,1,+15,DVB_Power:+15V,27.94,135.255,0,,1:None
#PWR046,1,GND,power:GND,90.17,150.495,0,,1:None
C44,1,10uF,Device:C,173.99,88.265,0,x,1:GNDA; 2:+4.5V
R28,1,75,Device:R,209.55,386.715,180,,1:Net-(C50-Pad2); 2:Net-(C58-Pad2)
#PWR0160,1,GND,power:GND,288.29,193.04,90,,1:None
#PWR0182,1,+1.8V,power:+1V8,317.5,139.7,0,,1:None
R20,1,12.1K,Device:R,117.475,361.315,90,,1:Net-(U5-RBIAS); 2:GND
R33,1,33,Device:R,236.855,24.765,90,,1:/CIS_ADC_3; 2:Net-(J3-SIG3)
R2,1,33,Device:R,30.48,40.005,90,,1:/CIS_VREF; 2:Net-(U3-AINGND2)
R16,1,10K,Device:R,69.215,335.915,0,,1:+3.3V; 2:Net-(U5-~{INT}/REFCLKO)
C30,1,47µF,Device:C,103.505,177.165,0,y,1:+3.3V; 2:GND
#PWR0180,1,+3.3V,power:+3.3V,304.165,78.105,0,y,1:None
C99,1,2.2uF,Device:C,406.4,310.515,0,x,1:GND; 2:+3.3V
#PWR0248,1,+3.3V,power:+3.3V,486.41,24.765,0,y,1:None
#PWR0267,1,GND,power:GND,624.205,38.735,0,,1:None
#PWR079,1,GND,power:GND,149.225,95.885,90,,1:None
#PWR0175,1,VBUS,power:VBUS,294.64,264.16,270,,1:None
C64,1,100nF,Device:C,227.965,110.49,0,x,1:GNDA; 2:+3.3VCIS
#PWR0191,1,GND,power:GND,336.55,335.915,90,,1:None
U1,1,TPS62933FDRLR,Regulator_Switching:TPS62933O,57.15,142.875,0,,3:+15; 2:+15; 7:unconnected-(U1-PG-Pad7); 1:GND; 4:GND; 6:Net-(U1-BST); 5:Net-(U1-SW); 8:Net-(U1-FB)
#PWR048,1,GND,power:GND,93.345,24.765,270,,1:None
#PWR073,1,GND,power:GND,121.285,361.315,90,,1:None
#PWR0177,1,+1.8V,power:+1V8,295.275,180.34,270,,1:None
C60,1,10µF,Device:C,220.98,88.265,0,,1:+3.3VADC; 2:GNDA
C116,1,100nF,Device:C,448.31,28.575,0,x,1:GND; 2:+3.3V
U10,1,W25Q40EW,Memory_Flash:W25Q32JVSS,317.5,157.48,0,,1:Net-(J1-F_~{CS}); 6:Net-(J1-F_CLK); 5:Net-(J1-F_DIO/IO0); 2:Net-(J1-F_D0/IO1); 3:Net-(J1-F_~{WP}/IO2); 7:Net-(J1-F_~{HOLD}/IO3); 8:+1.8V; 4:GND
#PWR0158,1,GND,power:GND,288.29,177.8,90,,1:None
#PWR0103,1,GNDA,power:GNDA,203.835,116.84,0,,1:None
#PWR0259,1,GND,power:GND,548.64,62.865,0,,1:None
#PWR049,1,GNDA,power:GNDA,93.345,52.705,270,,1:None
R6,1,33,Device:R,36.83,351.155,90,,1:/ETH_RXD0; 2:Net-(U5-RXD0/MODE0)
#PWR087,1,GND,power:GND,169.545,67.945,0,,1:None
#PWR0212,1,GND,power:GND,399.415,32.385,0,y,1:None
#PWR0149,1,+3.3V,power:+3.3V,269.24,306.705,0,,1:None
C110,1,100nF,Device:C,427.355,28.575,0,x,1:GND; 2:+3.3V
F1,1,SL1210250,Device:Fuse,201.93,363.22,180,,1:Net-(D3-+); 2:+15V
#PWR0230,1,GND,power:GND,418.465,189.865,270,,1:None
R43,1,1K,Device:R,275.59,102.87,0,,1:/CIS_LED_B; 2:Net-(Q3-G)
#PWR020,1,GND,power:GND,49.53,147.955,0,,1:None
#PWR0254,1,+3.3V,power:+3.3V,525.78,24.765,0,y,1:None
C53,1,100pF,Device:C,193.675,36.195,0,x,1:GNDA; 2:/CIS_ADC_1
#PWR0111,1,+3.3VADC,power:+3.3VA,227.965,84.455,0,,1:None
C119,1,100nF,Device:C,492.76,28.575,180,,1:GND; 2:+3.3V
#PWR0156,1,GND,power:GND,275.59,114.3,0,,1:None
J2,1,AA07-S022VA1,DFR:DFR_Touch_Conn,254.635,229.87,0,,23:GND; 1:+1.8V; 3:/DISP_VSYNC; 5:GND; 7:/TP_MISO; 9:/TP_CLK; 11:GND; 13:/TP_~{INT}; 15:/TP_32.768_~{RST}; 17:GND; 19:+1.8V; 21:+1.8V; 25:GND; 24:GND; 2:Net-(J2-LID); 4:unconnected-(J2-GPIO2-Pad4); 6:GND; 8:/TP_~{CS}; 10:/TP_MOSI; 12:GND; 14:+1.8V; 16:+1.8V; 18:/TP_~{RESET}; 20:+1.8V; 22:VBUS; 26:GND
C25,1,47µF,Device:C,90.17,146.685,0,y,1:+4.5V; 2:GND
#PWR063,1,GND,power:GND,107.95,325.755,0,,1:None
#PWR0166,1,GND,power:GND,290.195,269.24,90,,1:None
#PWR0245,1,+3.3V,power:+3.3V,448.31,47.625,0,,1:None
R14,1,10K,Device:R,59.055,335.915,0,,1:+3.3V; 2:Net-(U5-CRS_DV/MODE2)
#PWR0211,1,GND,power:GND,393.7,314.325,0,,1:None
R3,1,33,Device:R,30.48,45.085,90,,1:/CIS_VREF; 2:Net-(U3-AINGND3)
#PWR0251,1,GND,power:GND,492.76,32.385,0,,1:None
#PWR042,1,+3.3VADC,power:+3.3VA,85.725,70.485,0,,1:None
C46,1,100pF,Device:C,180.975,36.195,0,x,1:GNDA; 2:/CIS_ADC_3
#PWR094,1,GNDA,power:GNDA,180.975,114.3,0,,1:None
R66,1,33,Device:R,546.1,95.885,90,,1:Net-(U14-PA10); 2:/DCMI_D1
#PWR0266,1,GND,power:GND,608.965,38.735,0,,1:None
#PWR0246,1,GND,power:GND,448.31,55.245,0,y,1:None
R19,1,10K,Device:R,89.535,57.785,90,,1:GNDA; 2:Net-(U3-ISET)
#PWR0252,1,GND,power:GND,499.745,32.385,0,y,1:None
#PWR0187,1,GND,power:GND,318.135,85.725,0,y,1:None
R34,1,33,Device:R,236.855,27.94,90,,1:/CIS_ADC_2; 2:Net-(J3-SIG2)
C130,1,10uF,Device:C_Small,639.445,36.195,0,,1:+3.3V; 2:GND
C92,1,2.2uF,Device:C,393.7,310.515,0,x,1:GND; 2:+3.3V
#PWR016,1,GND,power:GND,165.1,229.235,0,,1:None
C24,1,100nF,Device:C,85.725,321.945,0,x,1:GND; 2:+3.3V
#FLG09,1,PWR_FLAG,power:PWR_FLAG,227.965,106.68,270,,1:None
C126,1,4.7uF,Device:C,554.99,59.055,180,,1:GND; 2:+3.3V
#PWR081,1,+1.8V,power:+1V8,160.655,154.305,0,,1:None
