reference,unit,value,lib_id,x_mm,y_mm,angle,mirror,pins_nets
U14,1,STM32H747XIHx,MCU_ST_STM32H7:STM32H747XIHx,488.95,197.485,0,,A1:GND; A2:Net-(U14-PI6); A3:Net-(U14-PI5); A4:Net-(U14-PI4); A5:/SPI1_MOSI; A6:+3.3V; A7:Net-(C92-Pad2); A8:/ETH_RST; A9:Net-(U14-PG10); A10:/SPI1_MISO; A11:unconnected-(U14-PD5-PadA11); A12:unconnected-(U14-PD4-PadA12); A13:unconnected-(U14-PC10-PadA13); A14:/MEMS_FSYNC; A15:unconnected-(U14-PI1-PadA15); A16:unconnected-(U14-PI0-PadA16); A17:GND; B1:+3.3V; B2:GND; B3:Net-(U14-PI7); B4:/FMC_NBL1; B5:unconnected-(U14-PB6-PadB5); B6:GND; B7:/IMU_CS; B8:unconnected-(U14-PK4-PadB8); B9:/ETH_TX_EN; B10:unconnected-(U14-PJ15-PadB10); B11:unconnected-(U14-PD6-PadB11); B12:/SPI2_SCK; B13:Net-(U14-PC11); B14:/SWD-CLK; B15:Net-(U14-PI2); B16:unconnected-(U14-PH15-PadB16); B17:unconnected-(U14-PH14-PadB17); C1:unconnected-(U14-PC15-PadC1); C2:unconnected-(U14-PC14-PadC2); C3:/SPI4_SCK; C4:/FMC_NBL0; C5:unconnected-(U14-PB7-PadC5); C6:/SWO; C7:unconnected-(U14-PK6-PadC7); C8:unconnected-(U14-PK3-PadC8); C9:unconnected-(U14-PG12-PadC9); C10:GND; C11:unconnected-(U14-PD7-PadC11); C12:unconnected-(U14-PC12-PadC12); C13:GND; C14:unconnected-(U14-PI3-PadC14); C15:/SWD-IO; C16:GND; C17:+3.3V; D1:/SPI4_MISO; D2:/SPI4_NSS; D3:unconnected-(U14-PE3-PadD3); D4:/SPI2_NSS; D5:/MAG_CS; D6:/FMC_SDNCAS; D7:unconnected-(U14-PK7-PadD7); D8:/ETH_TXD1; D9:/ETH_TXD0; D10:/PW_ADC_EN; D11:/TOUCH_~{RESET}; D12:unconnected-(U14-PD2-PadD12); D13:/FMC_D2; D14:Net-(U14-PA10); D15:Net-(U14-PA9); D16:unconnected-(U14-PH13-PadD16); D17:Net-(C92-Pad2); E1:unconnected-(U14-VLXSMPS-PadE1); E2:unconnected-(U14-PI9-PadE2); E3:unconnected-(U14-PC13-PadE3); E4:unconnected-(U14-PI8-PadE4); E5:/SPI4_MOSI; E6:+3.3V; E7:Net-(U14-PDR_ON); E8:Net-(U14-BOOT0); E9:+3.3V; E10:/DISP_RSTB; E11:+3.3V; E12:/FMC_D3; E13:Net-(U14-PC8); E14:Net-(U14-PC9); E15:unconnected-(U14-PA8-PadE15); E16:/CIS_RS; E17:unconnected-(U14-PA11-PadE17); F1:+3.3V; F2:GND; F3:unconnected-(U14-PI10-PadF3); F4:unconnected-(U14-PI11-PadF4); F5:+3.3V; F13:unconnected-(U14-PC7-PadF13); F14:/CIS_LED_B; F15:/FMC_SDCLK; F16:unconnected-(U14-PG7-PadF16); F17:+3.3V; G1:/FMC_A2; G2:GND; G3:/FMC_A1; G4:/FMC_A0; G5:+3.3V; G7:GND; G8:GND; G9:GND; G10:GND; G11:GND; G13:+3.3V; G14:/FMC_BA1; G15:unconnected-(U14-PG6-PadG15); G16:GND; G17:+3.3V; H1:unconnected-(U14-PI12-PadH1); H2:unconnected-(U14-PI13-PadH2); H3:unconnected-(U14-PI14-PadH3); H4:/FMC_A3; H5:+3.3V; H7:GND; H8:GND; H9:GND; H10:GND; H11:GND; H13:+3.3V; H14:/FMC_BA0; H15:unconnected-(U14-PG3-PadH15); H16:/FMC_A12; H17:unconnected-(U14-PK2-PadH17); J1:Net-(U14-PH1); J2:Net-(U14-PH0); J3:GND; J4:/FMC_A5; J5:/FMC_A4; J7:GND; J8:GND; J9:GND; J10:GND; J11:GND; J13:+3.3V; J14:unconnected-(U14-PK0-PadJ14); J15:unconnected-(U14-PK1-PadJ15); J16:GND; J17:GND; K1:/RST; K2:/QUADSPI_IO3; K3:/QUADSPI_IO2; K4:/QUADSPI_IO0; K5:+3.3V; K7:GND; K8:GND; K9:GND; K10:GND; K11:GND; K13:+3.3V; K14:/DISP_INT_MCU; K15:GND; K16:unconnected-(U14-DSI_D1P-PadK16); K17:unconnected-(U14-DSI_D1N-PadK17); L1:+3.3V; L2:/FMC_SDNWE; L3:/QUADSPI_CLK; L4:/QUADSPI_IO1; L5:+3.3V; L7:GND; L8:GND; L9:GND; L10:GND; L11:GND; L13:+3.3V; L14:/TOUCH_~{INT}; L15:GND; L16:/DSIHOST_CKP; L17:/DSIHOST_CKN; M1:VREF+; M2:/ETH_MDC; M3:/FMC_SDNE0; M4:/FMC_SDCKE0; M5:+3.3V; M13:+3.3V; M14:/MAG_INT; M15:GND; M16:/DSIHOST_D0P; M17:/DSIHOST_D0N; N1:GND; N2:unconnected-(U14-PH2-PadN2); N3:/ETH_MDIO; N4:/ETH_REF_CLK; N5:unconnected-(U14-PA0-PadN5); N6:unconnected-(U14-PJ0-PadN6); N7:+3.3V; N8:+3.3V; N9:/FMC_D7; N10:+3.3V; N11:+3.3V; N12:+3.3V; N13:/IMU_INT; N14:unconnected-(U14-PJ7-PadN14); N15:unconnected-(U14-PJ6-PadN15); N16:GND; N17:Net-(U14-VCAPDSI); P1:GND; P2:unconnected-(U14-PH3-PadP2); P3:unconnected-(U14-PH4-PadP3); P4:unconnected-(U14-PH5-PadP4); P5:unconnected-(U14-PI15-PadP5); P6:unconnected-(U14-PJ1-PadP6); P7:/FMC_A7; P8:/FMC_A8; P9:/FMC_D6; P10:/FMC_D8; P11:/QUADSPI_NCS; P12:unconnected-(U14-PB11-PadP12); P13:unconnected-(U14-PH10-PadP13); P14:unconnected-(U14-PH11-PadP14); P15:/FMC_D1; P16:/FMC_D0; P17:+3.3V; R1:unconnected-(U14-PC2_C-PadR1); R2:unconnected-(U14-PC3_C-PadR2); R3:Net-(U14-PA6); R4:GND; R5:/ETH_CRS_DV; R6:unconnected-(U14-PB2-PadR6); R7:/FMC_A6; R8:GND; R9:/FMC_A9; R10:/FMC_D9; R11:/FMC_D12; R12:unconnected-(U14-PJ5-PadR12); R13:Net-(U14-PH9); R14:/CIS_LED_G; R15:unconnected-(U14-PD11-PadR15); R16:unconnected-(U14-PD12-PadR16); R17:/CIS_LED_R; T1:unconnected-(U14-PA0_C-PadT1); T2:unconnected-(U14-PA1_C-PadT2); T3:/SPI1_SCK; T4:/ETH_RXD0; T5:unconnected-(U14-PB1-PadT5); T6:/DSIHOST_TE; T7:/FMC_SDNRAS; T8:/FMC_A10; T9:/FMC_D5; T10:/FMC_D10; T11:/TP_32.768_~{RST}; T12:GND; T13:unconnected-(U14-PH8-PadT13); T14:unconnected-(U14-PB12-PadT14); T15:/SPI2_MOSI; T16:/FMC_D15; T17:/FMC_D14; U1:GND; U2:unconnected-(U14-PA3-PadU2); U3:/DCMI_HSYNC; U4:/ETH_RXD1; U5:unconnected-(U14-PB0-PadU5); U6:unconnected-(U14-PJ3-PadU6); U7:unconnected-(U14-PJ4-PadU7); U8:/FMC_A11; U9:/FMC_D4; U10:/FMC_D11; U11:Net-(C92-Pad2); U12:+3.3V; U13:unconnected-(U14-PH7-PadU13); U14:unconnected-(U14-PB13-PadU14); U15:/SPI2_MISO; U16:/FMC_D13; U17:GND
J3,1,FH12-18S-0.5SH,Connector_Generic:Conn_01x18,278.13,45.085,0,,1:Net-(J3-SIG3); 2:GNDA; 3:Net-(J3-SIG2); 4:GNDA; 5:Net-(J3-SIG1); 6:+3.3VCIS; 7:Net-(J3-VREF); 8:/CIS_RS; 9:+3.3VCIS; 10:/CIS_SP; 11:GNDA; 12:/CIS_CP; 13:+4.5V; 14:/CIS_VLED_G; 15:/CIS_VLED_R; 16:/CIS_VLED_B; 17:unconnected-(J3-NC-Pad17); 18:unconnected-(J3-NC-Pad18)
#PWR036,1,+3.3V,power:+3.3V,299.72,97.79,0,,1:None
U12,1,MLX90395xLW,Sensor_Magnetic:MLX90395xLW,325.12,101.6,0,,1:unconnected-(U12-INT-Pad1); 2:/MAG_CS; 3:/SPI1_SCK; 4:GND; 5:/SPI1_MOSI; 6:/SPI1_MISO; 7:/MAG_INT; 8:GND; 9:GND; 10:GND; 11:GND; 12:GND; 13:GND; 14:GND; 15:+3.3V; 16:GND; 17:GND
#PWR0290,1,GNDA,power:GNDA,149.225,24.765,90,,1:None
C115,1,100nF,Device:C,441.325,45.085,0,x,1:GND; 2:+3.3V
#PWR027,1,GNDA,power:GNDA,60.325,57.785,0,,1:None
#PWR0236,1,GND,power:GND,427.355,32.385,0,y,1:None
R31,1,220,Device:R,235.585,344.805,90,,1:Net-(J4-Pad12); 2:GND
#PWR0153,1,GND,power:GND,274.955,338.455,0,,1:None
C95,1,2.2uF,Device:C,400.05,310.515,0,x,1:GND; 2:Net-(C92-Pad2)
C124,1,1uF,Device:C,538.48,45.085,180,,1:GND; 2:+3.3V
R22,1,49.9,Device:R,125.095,321.945,180,,1:/TX_N; 2:Net-(TR1-C_RD)
#PWR022,1,GNDA,power:GNDA,53.975,57.785,0,,1:None
R35,1,33,Device:R,236.855,31.115,90,,1:/CIS_ADC_1; 2:Net-(J3-SIG1)
#PWR0202,1,+3.3V,power:+3.3V,379.73,365.76,0,,1:None
R78,1,10K,Device:R,367.03,395.605,0,,1:+3.3V; 2:/QUADSPI_IO2
#FLG06,1,PWR_FLAG,power:PWR_FLAG,201.93,359.41,90,,1:None
#PWR089,1,GND,power:GND,174.625,92.075,0,,1:None
#PWR0244,1,GND,power:GND,448.31,32.385,0,y,1:None
#PWR0161,1,GND,power:GND,288.29,200.66,90,,1:None
C129,1,100nF,Device:C,34.29,113.03,0,x,1:GND; 2:+4.5V
C11,1,100nF,Device:C,47.625,53.975,0,y,1:Net-(U3-AINGND1); 2:GNDA
R21,1,49.9,Device:R,120.015,321.945,180,,1:/TX_P; 2:Net-(TR1-C_RD)
#PWR0101,1,GND,power:GND,201.93,382.905,0,,1:None
#PWR0263,1,+3.3V,power:+3.3V,567.69,55.245,0,y,1:None
C104,1,100nF,Device:C,413.385,45.085,0,x,1:GND; 2:+3.3V
C39,1,100nF,Device:C,133.35,367.03,180,,1:GND; 2:Net-(TR1-C_RD)
#PWR043,1,GNDA,power:GNDA,85.725,78.105,0,,1:None
#PWR052,1,GND,power:GND,93.345,88.265,270,,1:None
#PWR0164,1,GND,power:GND,290.195,243.84,90,,1:None
#PWR0104,1,+3.3V,power:+3.3V,205.105,154.305,0,,1:None
C137,1,47µF,Device:C,245.11,48.895,0,,1:+3.3VCIS; 2:GNDA
C100,1,18pF,Device:C,407.035,234.315,180,,1:GND; 2:Net-(U14-PH1)
C52,1,10nF,Device:C,187.96,379.095,0,,1:Net-(TR1-C_TX); 2:Net-(C52-Pad2)
R42,1,18,Device:R,269.24,97.79,0,,1:/CIS_VLED_G; 2:Net-(Q2-D)
#PWR0219,1,GND,power:GND,406.4,32.385,0,y,1:None
#PWR0154,1,+3.3V,power:+3.3V,274.955,361.315,0,,1:None
C109,1,2.2uF,Device:C,422.275,318.135,0,x,1:GND; 2:Net-(U14-VCAPDSI)
#PWR058,1,GND,power:GND,103.505,180.975,0,,1:None
R74,1,10K,Device:R,93.98,190.5,0,,1:+1.8V; 2:/TP_32.768_~{RST}
C21,1,18pF,Device:C,74.93,390.525,180,,1:GND; 2:Net-(U5-XTAL2)
#PWR080,1,GND,power:GND,157.48,370.84,0,y,1:None
#PWR06,1,GND,power:GND,34.29,180.975,0,,1:None
C105,1,100nF,Device:C,414.655,69.215,180,,1:GND; 2:/RST
C47,1,100nF,Device:C,180.975,88.265,0,x,1:GND; 2:+4.5V
C12,1,10uF,Device:C,171.45,225.425,0,x,1:GND; 2:+4.5V
C74,1,4.7uF,Device:C,276.225,310.515,0,x,1:GND; 2:+3.3V
C65,1,10uF,Device:C,233.68,48.895,0,x,1:GNDA; 2:+3.3VCIS
C29,1,47µF,Device:C,103.505,146.685,0,y,1:+4.5V; 2:GND
C70,1,100nF,Device:C,267.97,377.825,0,x,1:GND; 2:+3.3V
#PWR0221,1,GND,power:GND,406.4,314.325,0,y,1:None
#PWR0113,1,+3.3VCIS,power:+3.3VA,227.33,106.68,0,,1:None
#PWR0198,1,GND,power:GND,371.475,48.895,0,,1:None
#PWR0272,1,+3.3V,power:+3.3V,388.62,78.105,0,,1:None
#PWR0284,1,+3.3V,power:+3.3V,367.03,391.795,0,,1:None
#PWR0289,1,+3.3V,power:+3.3V,161.925,84.455,0,,1:None
#PWR0127,1,GND,power:GND,252.095,233.68,270,,1:None
#PWR0146,1,+3.3V,power:+3.3V,267.97,343.535,0,,1:None
R56,1,10K,Device:R,427.99,85.725,270,,1:Net-(U14-PDR_ON); 2:+3.3V
#PWR0137,1,GND,power:GND,254,200.66,270,,1:None
#FLG07,1,PWR_FLAG,power:PWR_FLAG,201.93,382.905,90,,1:None
R79,1,10K,Device:R,372.11,395.605,0,,1:+3.3V; 2:/QUADSPI_IO3
#PWR0141,1,GND,power:GND,254.635,62.865,0,,1:None
C63,1,100nF,Device:C,227.33,88.265,0,x,1:GNDA; 2:+3.3VADC
R70,1,10K,Device:R,555.625,80.645,90,,1:/DCMI_HSYNC; 2:GND
#PWR085,1,+1.8V,power:+1V8,157.48,161.925,0,,1:None
#PWR032,1,GND,power:GND,170.18,264.16,0,,1:None
#PWR0112,1,GNDA,power:GNDA,227.33,92.075,0,,1:None
#PWR0239,1,GND,power:GND,434.34,48.895,0,y,1:None
#PWR0269,1,GND,power:GND,83.82,261.62,0,,1:None
R46,1,4.7K,Device:R,294.64,238.76,90,,1:Net-(J2-LID); 2:GND
#PWR0253,1,GND,power:GND,519.43,32.385,0,y,1:None
#PWR0122,1,+3.3V,power:+3V3,249.555,185.42,90,,1:None
R58,1,33,Device:R,431.8,187.325,270,,1:Net-(U14-PI4); 2:/DCMI_D5
#PWR071,1,+3.3V,power:+3.3V,116.84,173.355,0,,1:None
C136,1,47µF,Device:C,228.6,48.895,0,,1:+3.3VCIS; 2:GNDA
C111,1,100nF,Device:C,427.355,45.085,0,x,1:GND; 2:+3.3V
#PWR0294,1,GNDA,power:GNDA,228.6,52.705,0,,1:None
#PWR0167,1,GND,power:GND,282.575,323.215,270,,1:None
R18,1,10K,Device:R,76.835,154.305,0,,1:Net-(U1-FB); 2:GND
#PWR091,1,GND,power:GND,174.625,114.3,0,,1:None
#PWR0144,1,GNDA,power:GNDA,264.795,32.385,270,,1:None
#PWR0306,1,+3.3VDIO,power:+3.3VA,81.28,109.22,0,,1:None
#PWR066,1,GND,power:GND,212.09,266.7,0,,1:None
